date,away_abbr,away_name,away_score,home_abbr,home_name,home_score,year,neutral,away_short_rest,away_long_rest,home_short_rest,home_long_rest,dvoa,home_off_dvoa,away_off_dvoa,sp_dvoa,team_rankings_rating,strength_of_schedule,away_points_per_play,away_yards_per_play,away_yards_per_rush,away_yards_per_pass,home_points_per_play,home_yards_per_play,home_yards_per_rush,home_yards_per_pass,result,close
January 12,jax,Jacksonville,20,nwe,New England,31,2007,0,0,0,1,0,1.3879379218120904,2.4110102336019814,1.9638676009154705,0.760706437044175,1.7727016379956264,-0.5216213228247416,0.2924528728382636,-0.22022523283142925,-1.7871448561849386,0.21823908923482915,2.240778166556054,1.923435453855615,0.3435824490552707,1.9796030324705265,11,13.5
September 7,sea,Seattle,10,buf,Buffalo,34,2008,0,0,0,0,0,0.7825031618227829,0.208648154483687,-1.5907005183076652,1.0752820309892352,0.7863148181783601,-1.240287152812663,0.6760418733035569,0.7863662575823497,-0.5558546844124642,1.2312271872140201,0.29739324922325616,0.5414625379739271,0.35745330186978497,0.7624863623877232,24,1.0
September 7,htx,Houston,17,pit,Pittsburgh,38,2008,0,0,0,0,0,1.8347437330594438,1.023495295719256,2.650916135010414,-0.29612699180674235,1.8673060833658002,1.4472815985180045,1.695048713049452,1.0189111418199892,1.299647620965899,0.7519063221003941,1.1067077711406403,0.35700874092327717,-0.6506400640528919,1.0123909622978873,21,6.0
September 7,kan,Kansas City,10,nwe,New England,17,2008,0,0,0,0,0,2.2938312832511047,2.1186123195835282,-1.0263821014699146,2.863853303696239,2.4164073025610704,-0.5978431783849778,1.1555938854618422,-0.16492362173578912,-1.8497507523408432,0.5677644763811356,1.5297984573372436,1.4665777041444301,2.40266676350266,1.1286381805005903,7,16.0
September 7,tam,Tampa Bay,20,nor,New Orleans,24,2008,0,0,0,0,0,-0.04946228314836354,0.705585019690003,-0.6473133795657332,-0.046138536405955555,0.416447813005311,0.03568751165469897,-0.534442684006089,-0.3582020910547027,-0.08131138350359676,-0.06662320618028808,1.4574063130866426,1.833350662557794,0.021422179895558446,1.3001970446393365,4,3.0
September 7,det,Detroit,21,atl,Atlanta,34,2008,0,0,0,0,0,2.8375847267565417,2.587292786264844,-2.604391799591192,0.6627138756213389,2.950809597049296,-0.6948383684328852,1.3582824099378843,0.39980931894452265,-0.4052156854924188,0.9832871198437433,3.1344229753415145,2.7616677822602034,2.3296057769410257,3.6071928606757044,13,-3.0
September 7,jax,Jacksonville,10,oti,Tennessee,17,2008,0,0,0,0,0,1.3865889027908533,0.9450864649644921,1.853986027281373,0.5750218331620582,1.9848678907723771,-0.3266043335930903,2.9598718684227396,1.571562108679155,0.8033385859217527,1.7145915633100395,1.0450760108621764,0.7262721076392349,0.24060513958045485,1.29711588921757,7,-3.0
September 7,cin,Cincinnati,10,rav,Baltimore,17,2008,0,0,0,0,0,2.6172707128335806,0.13295027056830114,0.6051453043277799,0.7841584429241685,3.026136624019443,0.7137846236344181,4.285855324443555,3.857678312497973,2.873916522612543,3.646829639265769,0.24976601477528948,-1.1239582247017728,-1.0011845509208792,-0.181820391316887,7,-1.5
September 7,crd,Arizona,23,sfo,San Francisco,13,2008,0,0,0,0,0,-0.4455196992545703,-0.6937833217804334,0.07517300159254087,2.503852587794468,-0.8226750711110263,-1.2313738684246545,-1.860426140026903,-0.7266360689608109,2.6579803212866624,-1.0680751517518816,1.0136869184030195,-0.01438926148061817,-0.5483052666573244,0.33539897200819957,-10,-2.5
September 7,dal,Dallas,28,cle,Cleveland,10,2008,0,0,0,0,0,-1.1714415280877457,-1.8097016192867315,-0.1708587845069093,2.1762544970758766,-0.9785210565642454,0.695958054858401,-0.2520913041714292,-1.5057909331470416,-1.224568452511933,-1.5417478517574135,-1.3690581611206754,-2.4183367575882317,-0.43145710436799545,-2.858049180887886,-18,-6.0
September 7,chi,Chicago,29,clt,Indianapolis,13,2008,0,0,0,0,0,0.5628676578821411,0.603455425165362,-0.5072955035261199,-1.7099988684381637,0.6923382641113803,1.5650744521379318,0.2905011894940337,1.36922215899438,0.47943428393293086,1.398809763306351,0.05546933936584075,-0.2006219216045494,-3.2655809722386504,0.1669212632912198,-16,10.5
September 8,min,Minnesota,19,gnb,Green Bay,24,2008,0,0,0,0,0,0.465963064817947,-0.6218390273853952,-0.6241917580153448,1.9270715457734746,0.014926915192275847,-0.8245156012368233,-0.6238298854189906,-0.16492362173578912,-1.9794845871390634,0.4874069851031897,1.1966796140811,0.16935299034071927,-1.6146991732014597,0.7015507901210656,5,2.5
September 8,den,Denver,41,rai,Oakland,14,2008,0,0,0,0,0,-0.751156647231598,-0.41163664439155534,1.233077087450947,3.433818311947711,-0.29572075136162135,1.0315100469421647,-0.47845892769025383,-2.2607818496909804,-3.0147735554844592,-1.2356577278442125,0.43899262898749325,0.5428856284325521,2.1396966280900656,0.02147764440961142,-27,-3.0
September 14,rai,Oakland,23,kan,Kansas City,8,2008,0,0,0,0,0,-0.31440078466599575,-0.2866204171015615,-3.103788541233888,-3.330568664047335,-0.2532889461545964,-0.21178257476916618,0.10043965454267223,-0.37330455833113496,-2.1954207884649453,0.27136602855842196,-0.5210508693885765,0.35594142307930837,2.8848198586001486,-0.5305620459249949,-15,3.5
September 14,oti,Tennessee,24,cin,Cincinnati,7,2008,0,0,0,0,0,-2.3084755929814165,-2.600463059169276,0.3201413793411375,-0.9728378871872412,-2.638632054922614,1.5650744521379318,-0.3951883610388703,0.4149117862209549,-0.05954564936831774,0.3392077611918335,-4.496785456184166,-3.5282614934240426,-2.359822403711541,-3.508925925920436,-17,0.0
September 14,chi,Chicago,17,car,Carolina,20,2008,0,0,0,0,0,0.7240573247218461,0.5004395611797475,-0.5598604918638693,-0.4709445026740908,0.4650862638280193,0.298013072058578,-0.09715469778259678,1.1759436896754667,0.28526381674232903,1.5373173111272211,0.96287477521809,0.5386163570566787,0.4160009235376545,0.7916827630666295,3,3.0
September 14,nor,New Orleans,24,was,Washington,29,2008,0,0,0,0,0,0.1411155751335345,1.385041360774121,1.5347500375664649,-0.3661150892566437,-0.8878744403254848,0.5425120636864404,-1.0619053116457724,-1.484647478960036,0.975743318977077,-1.039000123480418,-0.9773565673832271,-0.01367771625130565,0.883393572694972,-0.5392671276773734,5,1.0
September 14,buf,Buffalo,20,jax,Jacksonville,16,2008,0,0,0,0,0,0.43103661158936885,1.0678609388364821,-1.277026470905812,-1.9460941477635272,-0.23032435737656726,2.4044799014574343,-0.6934570469026001,-0.5545010538289028,0.02665671715934287,-1.3228828126585988,-0.9107906448473265,-0.014033488865961896,0.5473624507207454,-0.29806760951959005,-4,4.0
September 14,gnb,Green Bay,48,det,Detroit,25,2008,0,0,0,0,0,-3.032149629665226,-2.0052545080209394,-1.2637271457960146,0.499045384530235,-2.688088195077486,1.0552788053101874,-3.6956749698293834,-2.8587402183794417,-1.828845588219018,-3.1941467495173583,-0.5742917607930189,-0.7532717675271883,0.06520935562325425,-1.1988489544623029,-23,-3.0
September 14,clt,Indianapolis,18,min,Minnesota,15,2008,0,0,0,0,0,-0.6547908113266434,-0.8277664995184009,2.561098250772175,-1.324955956684719,-0.37790467875880235,-0.6799828944528712,-0.5839984577396827,0.03741632794898553,3.6288326572396747,-0.7010108887417094,-0.5497394157486073,-0.5698852883205072,1.1463637081075642,-0.5827925364392716,-3,-1.0
September 14,atl,Atlanta,9,tam,Tampa Bay,24,2008,0,0,0,0,0,0.32523482854906427,0.6742006193607056,1.4603096713577546,-1.0360099508676297,-0.18335087546796824,-0.4592526611930313,-0.4154184461830761,-0.5393985865524703,-0.8362275181307275,-0.8007517322006299,-0.3634259123937545,0.5411067653592708,1.233938059562956,-0.181820391316887,15,7.0
September 14,sfo,San Francisco,33,sea,Seattle,30,2008,0,0,0,0,0,-0.4256306475648659,-0.6899775727289492,-2.1154631079387607,-0.5480097424299026,-0.3898943301991965,0.8929195297502183,-0.29419663271203367,-0.7447590296925315,0.19906145021466645,-1.1553002365662666,-0.3075437080115767,-1.308767794367079,-0.4021832935340599,-1.4400484726200864,-3,6.5
September 14,mia,Miami,10,crd,Arizona,31,2008,0,0,0,0,0,-0.543153842438381,0.5355254231102797,0.5532227091776463,0.4045373083014472,0.3073782846900952,0.530627684502429,-0.841336928100088,-0.9229350317350127,0.02665671715934287,-1.225966051753725,1.2279328076004483,1.2796334987911864,-1.7463077814309618,1.3263122898964754,21,6.5
September 14,pit,Pittsburgh,10,cle,Cleveland,6,2008,0,0,0,0,0,-2.402203949163029,-3.5809905670614635,-0.43427413523923586,1.6444193566531138,-2.456294518092551,-0.29392229083705934,0.07958082678936612,-0.17398510210164864,0.7380413835159157,-1.026484364835885,-3.5219987041571716,-4.084824838107901,-2.330548592877606,-4.194622997962503,-4,-6.5
September 15,phi,Philadelphia,37,dal,Dallas,41,2008,0,0,0,0,0,-1.4809251212764483,-1.3647940232197195,0.8125605411110097,-1.272388517218591,-1.3225171749220195,-0.6799828944528712,-1.1097335549462501,0.6112107489951549,0.47943428393293086,0.7838054329259033,-0.6151589136446562,-0.7564737210590963,-0.5190314558233893,-0.6263179452011698,4,6.5
September 21,tam,Tampa Bay,27,chi,Chicago,24,2008,0,0,0,0,0,-0.15692206104150025,-1.2992621794146606,0.674320612926252,1.3416023532498065,-0.012805965307704309,0.41580592567850505,0.6446773064603307,0.8014687248587821,1.4720523540212236,0.6259145329240585,0.3542859793054777,-0.9387928824218087,-0.24154795551703506,-1.1988489544623029,-3,3.0
September 21,rai,Oakland,23,buf,Buffalo,24,2008,0,0,0,0,0,0.8139268832119391,-0.3341662004795378,-2.540592237615145,0.1635646474073562,0.9587217220233291,-1.858962368872326,1.2472549877360384,0.7863662575823497,-0.8362275181307275,1.1024113154836386,0.29739324922325616,0.17113185341400056,1.3069990461245904,0.094199453850415,1,10.0
September 21,kan,Kansas City,14,atl,Atlanta,38,2008,0,0,0,0,0,1.8425002160999306,1.8016404303970202,-1.3192441793516607,2.764728954435113,2.1134046355165887,0.5425120636864404,1.1555938854618422,-0.5514805603736161,-3.2089440226750607,0.9832871198437433,1.7255133552661601,2.0210064131403502,2.1396966280900656,2.0033042801861645,24,6.0
September 21,crd,Arizona,17,was,Washington,24,2008,0,0,0,0,0,0.8010137243058144,1.1921994188792904,0.6008228849700353,0.5709277772025098,-0.4691719595591314,0.5425120636864404,-0.9882003936544832,-0.5333575996418974,2.6579803212866624,-0.6525525082892726,-0.6765781091648937,-0.38400840081123216,0.5035752749930495,-0.5392671276773734,7,3.0
September 21,htx,Houston,12,oti,Tennessee,31,2008,0,0,1,0,0,1.7165379773769933,1.459331643350705,1.8699505939924232,0.39774345302113734,1.6400540830824393,-0.3266043335930903,1.8727243280512413,-0.14075967409349555,0.5229657522034894,-0.2176465126456899,1.4091762497580558,0.9114374499191973,1.1901508838352601,0.7624863623877232,19,4.5
September 21,mia,Miami,38,nwe,New England,13,2008,0,0,0,0,0,0.42935714749450565,1.1615449042536328,0.6658619699013943,2.5852729920462205,0.9386338410327646,-0.10290300553724774,0.4185447055489624,-1.1162135010539278,-0.1675137500312589,-1.3644735995745938,0.0892279469231177,0.35558565046465207,0.883393572694972,0.32669389025581985,-25,12.5
September 21,car,Carolina,10,min,Minnesota,20,2008,0,0,0,0,0,-0.8119094182724245,-0.7777704405086302,2.45732856715035,-2.5912301005484375,-0.15623865952955646,0.5573675376664543,-1.5237361621286056,-0.7236155755055261,-0.2963870148160237,-1.3450902473936193,-0.16980873168334376,-0.3847199460405447,1.3362728569585247,-0.716449918146734,10,3.0
September 21,det,Detroit,13,sfo,San Francisco,31,2008,0,0,0,0,0,1.8274628145610579,0.6775371539161328,-2.311529721709446,1.0096490980352801,1.73879892887137,-2.46872430054398,0.7929509076594643,1.3662016655390938,1.5364889864136058,1.1217946676646122,2.565070545002848,2.022429503598977,1.5406953707032465,2.6075744610350475,18,5.0
September 21,nor,New Orleans,32,den,Denver,34,2008,0,0,0,0,0,-0.8045304703260674,2.2567140560370174,-0.2749874180617651,-1.4564829311290304,-1.5191299966681542,-0.7245493163929131,-3.258622006213348,-3.610710641468092,-1.354302287310153,-2.8395982451517203,0.8908310946655194,2.2040371197323765,1.9352741143453434,1.0851127717386921,2,5.5
September 21,pit,Pittsburgh,6,phi,Philadelphia,15,2008,0,0,0,0,0,0.3971232649531802,-1.3780359372152327,1.63077897802949,0.8514245625641053,-0.007022959482993363,-0.16721615282912383,1.0002635590713649,2.1453565297253228,2.485575588231338,1.1896364002980238,-1.0310818214255089,-2.2367291414548323,-2.330548592877606,-2.0704338987261095,9,3.5
September 21,jax,Jacksonville,23,clt,Indianapolis,21,2008,0,0,0,0,0,0.9137658800610519,1.7533647823900866,0.6900469998026363,-0.3170973101880735,1.5051136679519486,1.1938693225021342,1.7645995493197941,0.7984482314034973,-0.3616842172218624,0.8835462763848226,1.2585831722391763,1.280700816635155,-2.126126079132884,2.171781988903144,-2,4.0
September 21,cle,Cleveland,10,rav,Baltimore,28,2008,0,0,0,0,1,2.5963215652408103,0.4329266246269246,0.36567680366202926,-1.1659037386259592,2.632063700945228,0.8375196668463507,3.4566749970415644,3.28690438490709,2.0327980214577512,3.3891978958050046,0.09146156308142933,-0.012966171021993156,0.13827034218488732,0.8874386623428058,18,2.5
September 21,dal,Dallas,27,gnb,Green Bay,16,2008,0,0,0,0,0,0.4135901958360201,0.45664738839680075,0.3097353945810848,0.8380757820506776,0.3597407228822138,-0.8245156012368233,-0.7528134919037448,-0.9259555251902991,-1.4187389197025344,-0.15667237354872016,1.5132885174688195,-0.01581235193924313,0.09448316645719032,-0.23405088183116485,-11,-3.0
September 28,den,Denver,19,kan,Kansas City,33,2008,0,0,0,0,0,-1.0842819587003216,0.9275695874214414,0.5121858188189545,0.08837152438470919,-0.573473196152396,0.7780977709262941,-1.3183800167896211,-3.227174196285551,-3.597284957056266,-1.7896879191276902,0.7770456345010752,1.4669334767590863,3.4545473051530315,0.27138224431977553,14,-9.0
September 28,cle,Cleveland,20,cin,Cincinnati,12,2008,0,0,0,0,0,0.001167929121561384,-0.9934468767123621,-1.6993763096066976,-1.8845552707691202,-0.37271274724587844,0.20398897680667383,1.7606804902063038,2.1272335689936055,1.061945685504739,2.1426299654171803,-2.6129624810272323,-1.4914427283444474,-0.6506400640528919,-1.236750436893588,-8,1.0
September 28,gnb,Green Bay,21,tam,Tampa Bay,30,2008,0,0,0,0,0,0.08955691813039235,-0.04002879506458936,1.3645222710914542,0.0529858128551705,0.01368558606913911,-0.21178257476916618,-0.9497791016199137,-0.5393985865524703,-0.27548185069419856,-0.2854882452791016,0.3331136750592294,0.17077608079934592,0.8541197618610336,-0.4491351547318104,9,2.0
September 28,htx,Houston,27,jax,Jacksonville,30,2008,0,0,0,0,0,0.3786637426074425,1.6178175879439591,0.00013886597819456892,-0.12265938059977173,-0.30421303045298254,0.053514080430715774,-0.8408668828851752,-2.2668228366015533,-0.2537161165589204,-3.1263050168839466,0.18151007184030787,0.7266278802538895,0.9271807484226677,0.6375340624326415,3,6.5
September 28,min,Minnesota,17,oti,Tennessee,30,2008,0,0,0,0,0,1.2504194434378437,-0.8833408359642636,0.5848029737528917,2.373131117448539,0.9996855830868401,-0.6978094632288879,1.7990194100599535,1.3813041328155262,-0.03777991523303936,1.4569598198492753,0.39602775891735154,-0.5698852883205072,-1.088758902376273,-0.1731153095645085,13,3.0
September 28,sfo,San Francisco,17,nor,New Orleans,31,2008,0,0,0,0,0,1.1970119986214973,1.7269330823181752,-1.8526381662500144,-1.4896910604105975,1.3523710053065712,1.2730379437740242,-0.681852519988665,-0.3582020910547027,0.19906145021466645,-0.32425494964105106,1.9164892229988362,1.6481853202778298,-0.9281235643592468,1.4338544263467987,14,4.0
September 28,atl,Atlanta,9,car,Carolina,24,2008,0,0,0,0,0,0.771192906805581,1.7360564481355076,0.837039095353012,-0.24301515677862384,0.14490201383021983,0.17427802884664548,-0.1892858452717069,-0.346120117233555,-0.8362275181307275,-0.523736636558891,1.1845010075894942,1.8347737530164192,3.074729007451109,1.192654908189014,15,7.0
September 28,was,Washington,26,dal,Dallas,24,2008,0,0,0,0,0,-0.2920609953867066,0.07794939391937632,0.9482593581549364,-0.18339275349579365,0.40155186352767047,0.6811025808783868,1.3593811977618981,1.1819846765860378,-0.9224298846583913,1.6855165350385761,-0.21939778441000585,0.16935299034071927,-0.13921315812146756,-0.09168841837132408,-2,10.0
September 28,phi,Philadelphia,20,chi,Chicago,24,2008,0,0,0,0,0,-1.3143624655420858,-2.220618124023291,1.2330804478130044,0.7844417299497721,-1.1457656191460721,-1.4402197225004831,-0.2213554799373041,0.6112107489951549,2.0327980214577512,0.3682827894632955,-0.4372362791638231,-2.2349502783815507,-1.570911997473762,-2.000793244707072,4,-3.0
September 29,rav,Baltimore,20,pit,Pittsburgh,23,2008,0,0,0,0,0,0.0016933186920007337,-1.9262721858572132,2.132067716901286,-0.3467779575612884,0.04471881414755674,-0.28500900644905136,1.695048713049452,3.3020068521835224,2.4211389558389556,2.4265126545953595,-1.5369765721468227,-2.050140708716243,-2.739640701413464,-1.2597845267289607,3,6.0
October 5,oti,Tennessee,13,rav,Baltimore,10,2008,0,0,0,0,0,0.2866780431378326,-1.1740895578299895,2.3851944926098643,-0.25418635504407994,0.3661443932684927,2.1986051421776085,1.3008061457963906,1.5745826021344398,0.9113066865846946,1.585775691579658,-1.7923614120755045,-2.0497849361015885,-1.570911997473762,-1.384736826684042,-3,-1.0
October 5,clt,Indianapolis,31,htx,Houston,27,2008,0,0,1,0,0,-1.1329868229511013,0.44804535445729443,0.0980530829462023,0.6079688539072361,-1.0344104573551787,-1.060101308476677,-1.6177474904773657,-1.508811426602328,1.2987870509524448,-1.670563723487795,-0.6209084695409405,0.9085912690019473,0.6204234372823773,1.0415873629767938,-4,-4.5
October 5,atl,Atlanta,27,gnb,Green Bay,24,2008,0,0,0,0,0,0.2983698840757807,1.292295803274396,0.8445483794012619,-1.0360099508676297,-0.1328504309605547,-0.20584038517716058,-1.029206934371075,-0.9259555251902991,-1.4187389197025344,-0.8007517322006299,0.8642402655239936,1.2803450440204973,1.233938059562956,0.5678934084136045,-3,5.0
October 5,chi,Chicago,34,det,Detroit,7,2008,0,0,0,0,1,-2.843607301330289,-2.5266419805514047,-2.5648393327465957,-0.8178797250880321,-2.564940406616794,0.931543762098255,-3.0691831669034357,-1.33667641147042,-1.2680999207824906,-1.6483562887527743,-1.492457580617407,-1.6790984789270038,-2.213700430588278,-1.332506336169764,-27,-3.0
October 5,kan,Kansas City,0,car,Carolina,34,2008,0,0,0,0,0,2.557107739089289,2.150309508502179,-0.5758250585749194,2.4921369939670135,2.189155302277709,0.6692182016943757,1.2848125145540537,0.4149117862209549,-2.2380916867220484,1.5373173111272211,2.561749737326076,2.5754351221362723,3.4545473051530315,2.1282565801412456,34,10.0
October 5,was,Washington,23,phi,Philadelphia,17,2008,0,0,0,0,0,1.2822247507477456,0.4503913637135228,2.4050604635154196,1.130004874214124,1.81556430973525,1.4413394089259992,2.7323291318666336,1.9550985538616956,0.2425929184852238,1.9625316306803149,0.1720320114478272,-0.38507571865520096,-1.1910936997718404,-0.46654531823657086,-6,6.5
October 5,tam,Tampa Bay,13,den,Denver,16,2008,0,0,0,0,0,-0.9145134951881134,0.9353896393502207,-1.6160110217899721,-1.557784862638128,-1.174316188978216,-0.7245493163929131,-1.4712777449246133,-1.5178729069681873,-1.634675121028416,-1.0361760409263736,0.051817500688061346,1.6485410928924877,2.1251832631963037,0.550483244908845,3,4.0
October 5,cin,Cincinnati,22,dal,Dallas,31,2008,0,0,0,0,0,1.2686505002747155,0.299360512391218,-1.1670457310592,-0.1327417877412449,1.460622844289623,-0.6799828944528712,2.2991189021508207,3.0845644352223154,1.3205527850877228,3.23130699580316,0.445480912704206,0.3545183326206817,0.0506959907294936,0.44294110845852286,9,16.0
October 5,nwe,New England,30,sfo,San Francisco,21,2008,0,0,1,0,0,-1.393468627827448,-0.800917733944227,0.7057733866790188,0.275210094594319,-1.4384140134144872,-0.612698652364992,-0.681147452166296,0.22465381035732787,-0.14574801589598074,-0.037548177908826,-0.22108780480908793,0.17077608079934592,-0.35839611780636405,0.4690563537156607,-9,-3.0
October 5,buf,Buffalo,17,crd,Arizona,41,2008,0,0,0,0,0,0.22149004469775224,0.9569207776212043,-1.186915062326813,-2.887775465744225,0.6029329769957563,1.6442430734098221,-0.9518943050870211,0.21861282344675492,0.02665671715934287,0.06219266555009456,1.5445417109881685,1.2796334987911864,-1.5563986325800012,1.3263122898964754,24,2.5
October 5,pit,Pittsburgh,26,jax,Jacksonville,21,2008,0,0,0,0,0,-1.3705900813889174,-1.4176574233635455,-0.614496952397234,0.23189737968207014,-2.0775411842869493,-1.307571394900542,-0.7118832764004221,-0.17398510210164864,1.7088937194689282,-1.5805145561193628,-2.667970058649173,-2.606348280785446,-1.5416381866398254,-2.570243098546437,-5,5.5
October 6,min,Minnesota,30,nor,New Orleans,27,2008,0,0,0,0,0,0.37999524250343764,0.09134772328424856,-1.3976480149850867,1.8279471965123486,0.31792958223675727,-1.077927877252694,-0.8661148149668852,-0.3582020910547027,-1.2028027183766545,-0.06662320618028808,1.6948629906274328,1.4630199779978674,-1.8776693086140521,1.7011691897617212,-3,3.0
October 12,rav,Baltimore,3,clt,Indianapolis,31,2008,0,0,0,0,0,-0.5893354597202513,-0.6821575208001696,0.18716314840455833,-0.5450266560835405,-0.6622874089562331,-0.5384212824649217,0.677452008948296,1.36922215899438,0.47943428393293086,0.6259145329240585,-1.0210009321524074,-0.9412832907244025,-3.2655809722386504,-0.6350230269535507,28,4.0
October 12,chi,Chicago,20,atl,Atlanta,22,2008,0,0,0,0,0,0.009449801732487634,0.1517704830745884,-1.3032796126406105,-0.1983525422059914,0.389335597066899,0.17130693405064273,-0.22637332687480816,0.2095513430808955,-0.6855885192106833,0.9832871198437433,0.12663839315817405,-0.01581235193924313,-0.8988497535253117,0.6667304631115482,2,-3.0
October 12,car,Carolina,3,tam,Tampa Bay,27,2008,0,0,0,0,0,-0.3713243289105639,-0.0328865009203364,1.8115301390008567,-0.7574296392176081,-0.2572395485443836,-0.5829877044049638,-1.281451232580711,-1.110172514143355,-2.2380916867220484,-0.9295676039310115,-0.49006947374884346,-0.3847199460405447,0.28439231530815073,-0.716449918146734,24,2.0
October 12,rai,Oakland,3,nor,New Orleans,34,2008,0,0,1,0,0,1.673605106357032,1.7340753764624273,-2.6907779185801433,-1.8189223378151622,1.9434803899178936,-0.21178257476916618,0.552704856365408,0.5930877882634362,-0.6420570509401257,0.9639037676627685,1.9164892229988362,2.388846689397683,0.7810587752994034,1.9684839531766445,31,7.0
October 12,mia,Miami,28,htx,Houston,29,2008,0,0,0,0,0,-0.6721055759101451,0.6623141787848832,-0.07755715087534698,1.5196862374891154,-0.17237593813033356,1.2908645125500413,-0.9544032285557731,-1.8893273783295839,-0.9441956187936695,-2.0570113386789406,-0.17765600479813207,1.6492526381218005,0.6204234372823773,1.5762168898066398,1,3.0
October 12,det,Detroit,10,min,Minnesota,12,2008,0,0,0,0,0,2.665649082127523,1.1292220960069073,-0.5919036746602151,-2.2366733402665955,2.7993082635270548,-0.0613076783932085,1.0190835085708319,1.5594801348580072,2.507341322366618,0.8447795720228745,2.7429931794836815,2.022429503598977,2.8555460477662127,2.3576698611248843,2,13.0
October 12,jax,Jacksonville,24,den,Denver,17,2008,0,0,0,0,0,-0.3488865101833027,2.149579643873222,-1.097162603680844,-1.4818084140063048,-0.28765211206123276,-1.4669595756645084,-0.6420974175226235,-1.3276149311045586,-1.9150479547466817,-0.7785442974656094,0.9383224301736766,2.5743678042923035,1.555455816643421,2.421686588813308,-7,3.0
October 12,dal,Dallas,24,crd,Arizona,30,2008,0,0,0,0,0,-0.3493742272052506,0.24269136319590848,-0.2609701930859084,-0.17794879787586448,0.23348961161367995,-1.077927877252694,-1.3019926655456384,-0.7326770558713839,-0.2537161165589204,-0.710702564832198,1.940302840222818,0.35380678739137084,-1.7463077814309618,0.3907106179442449,6,-5.0
October 12,phi,Philadelphia,40,sfo,San Francisco,26,2008,0,0,0,0,0,-2.372841277789482,-2.74362174118103,0.22683638534751588,0.9083471665261824,-2.0295233980258094,-3.087399516603643,-1.0128195831270923,0.22465381035732787,1.2561161526953413,0.09126769382155664,-0.9176273922620727,-1.4957119997203228,-1.3079418620611685,-1.0011748450664166,-14,-5.0
October 12,gnb,Green Bay,27,sea,Seattle,17,2008,0,0,0,0,0,-1.6459184948437637,-1.1256575155283797,-0.2875202195235268,0.8955427815747392,-1.3750766378847337,-0.5919009887929723,-1.418196632079176,-1.5057909331470416,-0.08131138350359676,-1.670563723487795,-0.1650697014871026,-0.7532717675271883,1.1170898972736283,-1.5737058543275486,-10,0.0
October 19,oti,Tennessee,34,kan,Kansas City,10,2008,0,0,1,0,1,-2.7759256268165613,-1.8793520112699695,-0.7011212512208509,-2.013643554429065,-2.7901333884448545,-0.33551761798109875,-1.428937393776553,-1.3245944376492738,-2.1954207884649453,-0.630345073554252,-2.753143638272003,-1.3105466574403604,0.7958192212395769,-2.1344506264145346,-24,-9.0
October 19,min,Minnesota,41,chi,Chicago,48,2008,0,0,0,0,0,0.2725354646103009,-1.913499475820415,-0.07601402249310141,3.215688086168111,-0.11132419607625801,-0.6978094632288879,0.31300517549953444,0.8014687248587821,0.35056101914816584,0.6259145329240585,0.591742656846268,-1.3091235669817354,-2.140639444026646,-0.7978768093399183,7,3.0
October 19,rav,Baltimore,27,mia,Miami,13,2008,0,0,0,0,0,-1.0621584824500516,-0.8564920598527475,-0.03811537304293931,-1.4371457994336752,-1.5460451878359702,-2.9458379046156935,0.2251868071255594,0.5961082817187225,0.47943428393293086,0.071884341640582,-1.6615224162834068,-0.5716641513937885,-1.1618198889379039,-0.2601661270883051,-14,3.0
October 19,nor,New Orleans,7,car,Carolina,30,2008,0,0,0,0,0,0.6193115867579921,1.7574833305682673,1.4596571970839658,0.9472825384532739,0.04638378306166602,0.6692182016943757,-1.239580926647561,-1.6779259482789495,0.004890983024064655,-1.039000123480418,2.1184972725832685,1.6496084107364566,1.9352741143453434,1.4599696716039376,23,3.0
October 19,pit,Pittsburgh,38,cin,Cincinnati,10,2008,0,0,1,0,0,-2.423695904741656,-3.343261650171583,-0.11888420521274003,-0.2637243666235602,-2.8602980741518595,-0.16721615282912383,-0.08194245957589698,0.9856857138118378,1.9030641866595308,0.08157601773106932,-4.32265055932092,-4.63925354710382,-3.119458999115385,-4.444527597872666,-28,-8.5
October 19,det,Detroit,21,htx,Houston,28,2008,0,0,0,0,0,2.1874530705030653,2.4050339499826023,-3.0549488424861875,-0.30374852967464017,2.142802484930679,-0.44142609241701447,-0.014665524166851185,0.013252380306693734,0.1772957160793882,-0.1247732627232111,2.671824125691348,3.5009060609214315,2.3296057769410257,3.98204976054095,7,11.0
October 19,clt,Indianapolis,14,gnb,Green Bay,34,2008,0,0,0,0,0,-0.24107066643806652,0.5352126239835833,1.2995385306661889,0.5088445046461101,-0.42840512326621594,-1.5669258605084186,-0.9555020163797869,-0.7356975493266721,1.104616583761843,-0.2854882452791016,0.3576660201036411,0.16935299034071927,0.09448316645719032,0.1669212632912198,20,-2.5
October 19,cle,Cleveland,11,was,Washington,14,2008,0,0,0,0,0,1.6023186197292967,1.106491889148255,-1.46658850411095,-1.8349930961385574,0.7130468096635132,-1.1897785412806152,2.4390782929404082,2.320512038312519,1.2561161526953413,2.696660156700658,-1.705557045174984,0.3566529683086209,1.4531210192478548,0.2626771625673959,3,7.0
